Number_of_Subscribers,Channel2,Watch_date,Day_name,Month_name,Gender,Race,Province,Time_Bucket,Age_buckets,total_duration_hhmm
1,ICC Cricket World Cup 2011,2016-03-30,Wed,March,male,indian_asian,Free State,Night,Child 1-12,01:47
3,Africa Magic,2016-01-08,Fri,January,male,black,Gauteng,Night,Adult 31-64,00:26
1,SawSee,2016-02-15,Mon,February,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,M-Net,2016-01-27,Wed,January,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Channel O,2016-01-15,Fri,January,None,None,None,Night,Infant,00:01
1,SawSee,2016-03-21,Mon,March,male,white,Western Cape,Night,Young Adult 19-30,00:00
1,Channel O,2016-01-07,Thu,January,female,coloured,Western Cape,Night,Young Adult 19-30,00:06
1,Supersport Live Events,2016-02-02,Tue,February,male,black,Eastern Cape,Night,Adult 31-64,00:03
1,CNN,2016-01-10,Sun,January,male,black,Gauteng,Night,Adult 31-64,01:18
2,Africa Magic,2016-03-25,Fri,March,female,black,Gauteng,Night,Adult 31-64,00:02
1,ICC Cricket World Cup 2011,2016-02-27,Sat,February,female,coloured,Western Cape,Night,Adult 31-64,00:00
2,Channel O,2016-02-10,Wed,February,male,black,North West,Night,Young Adult 19-30,00:42
2,SuperSport Blitz,2016-02-09,Tue,February,male,coloured,Western Cape,Night,Adult 31-64,00:19
1,Africa Magic,2016-02-13,Sat,February,male,black,Eastern Cape,Night,Adult 31-64,00:00
1,Channel O,2016-01-01,Fri,January,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:05
2,Supersport Live Events,2016-03-02,Wed,March,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,Channel O,2016-02-03,Wed,February,female,black,Free State,Night,Young Adult 19-30,00:01
1,E! Entertainment,2016-01-07,Thu,January,male,black,Eastern Cape,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-03-19,Sat,March,male,black,Eastern Cape,Night,Young Adult 19-30,00:00
1,Vuzu,2016-02-11,Thu,February,female,black,North West,Night,Adult 31-64,00:00
2,Boomerang,2016-03-20,Sun,March,male,black,Gauteng,Night,Adult 31-64,00:11
1,Cartoon Network,2016-03-01,Tue,March,male,white,Western Cape,Night,Young Adult 19-30,00:00
2,Trace TV,2016-03-29,Tue,March,male,coloured,Western Cape,Night,Adult 31-64,00:28
1,Supersport Live Events,2016-01-05,Tue,January,male,None,Gauteng,Night,Adult 31-64,00:43
1,Channel O,2016-01-28,Thu,January,male,None,Mpumalanga,Night,Adult 31-64,00:52
1,Africa Magic,2016-03-28,Mon,March,male,black,Western Cape,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-18,Fri,March,male,None,Western Cape,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-01-10,Sun,January,female,indian_asian,Western Cape,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-01-21,Thu,January,male,None,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Africa Magic,2016-03-16,Wed,March,female,coloured,Mpumalanga,Night,Young Adult 19-30,00:02
1,Supersport Live Events,2016-03-04,Fri,March,male,black,Mpumalanga,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-01-29,Fri,January,male,black,Limpopo,Night,Adult 31-64,00:01
1,Channel O,2016-01-12,Tue,January,male,black,Northern Cape,Night,Adult 31-64,00:07
1,Africa Magic,2016-01-30,Sat,January,female,black,Eastern Cape,Night,Adult 31-64,00:19
2,Cartoon Network,2016-03-30,Wed,March,male,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-31,Thu,March,male,black,Gauteng,Night,Young Adult 19-30,00:07
1,E! Entertainment,2016-03-19,Sat,March,female,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-01-08,Fri,January,male,black,Mpumalanga,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-02-18,Thu,February,male,coloured,Mpumalanga,Night,Adult 31-64,00:04
1,CNN,2016-03-10,Thu,March,female,None,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-03-23,Wed,March,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:03
1,Trace TV,2016-03-26,Sat,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,M-Net,2016-02-18,Thu,February,male,white,Western Cape,Night,Young Adult 19-30,00:00
2,Trace TV,2016-01-26,Tue,January,male,black,Gauteng,Night,Young Adult 19-30,00:09
1,CNN,2016-01-29,Fri,January,male,black,Western Cape,Night,Adult 31-64,00:01
1,Trace TV,2016-01-01,Fri,January,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Boomerang,2016-02-05,Fri,February,male,black,Gauteng,Night,Young Adult 19-30,00:02
2,Channel O,2016-01-10,Sun,January,male,black,Gauteng,Night,Adult 31-64,00:10
1,Channel O,2016-01-06,Wed,January,male,None,Mpumalanga,Night,Adult 31-64,00:17
1,Supersport Live Events,2016-03-24,Thu,March,male,coloured,Limpopo,Night,Child 1-12,00:02
1,Africa Magic,2016-02-18,Thu,February,male,black,Limpopo,Night,Adult 31-64,01:19
1,Cartoon Network,2016-01-11,Mon,January,male,black,Gauteng,Night,Youth 13-18,00:00
1,Boomerang,2016-03-21,Mon,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:01
1,SawSee,2016-03-04,Fri,March,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,E! Entertainment,2016-03-04,Fri,March,male,coloured,Free State,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-01-09,Sat,January,male,black,Gauteng,Night,Young Adult 19-30,00:08
1,Vuzu,2016-03-05,Sat,March,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Africa Magic,2016-02-09,Tue,February,female,black,Gauteng,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-01-16,Sat,January,None,None,None,Night,Infant,00:00
1,Trace TV,2016-01-18,Mon,January,male,black,Limpopo,Night,Adult 31-64,00:18
1,CNN,2016-03-15,Tue,March,male,white,Gauteng,Night,Adult 31-64,00:00
1,Trace TV,2016-03-03,Thu,March,female,coloured,Western Cape,Night,Young Adult 19-30,00:29
1,Trace TV,2016-03-13,Sun,March,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:19
1,Channel O,2016-03-11,Fri,March,male,black,Mpumalanga,Night,Adult 31-64,00:08
1,ICC Cricket World Cup 2011,2016-02-22,Mon,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-22,Tue,March,male,black,Eastern Cape,Night,Young Adult 19-30,00:46
1,Supersport Live Events,2016-01-30,Sat,January,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:36
1,Channel O,2016-01-01,Fri,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-16,Wed,March,female,None,Gauteng,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-03-16,Wed,March,None,None,None,Night,Infant,01:32
1,Africa Magic,2016-02-07,Sun,February,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-03,Thu,March,male,black,Kwazulu Natal,Night,Adult 31-64,00:04
1,Cartoon Network,2016-03-04,Fri,March,male,white,Mpumalanga,Night,Adult 31-64,00:00
1,E! Entertainment,2016-02-15,Mon,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:04
2,Channel O,2016-01-27,Wed,January,male,black,Limpopo,Night,Young Adult 19-30,00:02
1,Supersport Live Events,2016-03-24,Thu,March,male,coloured,Gauteng,Night,Adult 31-64,00:28
2,Supersport Live Events,2016-01-18,Mon,January,male,coloured,Western Cape,Night,Adult 31-64,00:38
1,ICC Cricket World Cup 2011,2016-03-06,Sun,March,male,black,North West,Night,Young Adult 19-30,00:10
1,Africa Magic,2016-01-15,Fri,January,male,black,North West,Night,Young Adult 19-30,00:06
2,ICC Cricket World Cup 2011,2016-03-03,Thu,March,male,black,North West,Night,Adult 31-64,00:04
1,Channel O,2016-01-25,Mon,January,male,black,North West,Night,Adult 31-64,00:00
1,Trace TV,2016-03-08,Tue,March,male,white,Gauteng,Night,Young Adult 19-30,00:01
1,Trace TV,2016-03-12,Sat,March,male,coloured,Western Cape,Night,Adult 31-64,00:29
2,Boomerang,2016-03-23,Wed,March,male,black,Gauteng,Night,Young Adult 19-30,00:18
1,Boomerang,2016-02-07,Sun,February,male,white,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Channel O,2016-03-24,Thu,March,female,coloured,Gauteng,Night,Young Adult 19-30,00:02
2,ICC Cricket World Cup 2011,2016-03-06,Sun,March,male,white,Gauteng,Night,Young Adult 19-30,00:07
1,Boomerang,2016-01-18,Mon,January,male,black,Mpumalanga,Night,Adult 31-64,00:10
1,Africa Magic,2016-03-30,Wed,March,male,white,Kwazulu Natal,Night,Adult 31-64,00:00
1,Channel O,2016-03-23,Wed,March,male,white,Western Cape,Night,Young Adult 19-30,00:02
1,Supersport Live Events,2016-02-28,Sun,February,male,black,Western Cape,Night,Adult 31-64,00:09
1,Channel O,2016-03-10,Thu,March,male,black,Free State,Night,Young Adult 19-30,00:05
2,SuperSport Blitz,2016-01-19,Tue,January,male,coloured,Western Cape,Night,Adult 31-64,00:17
1,Boomerang,2016-02-17,Wed,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:01
2,Cartoon Network,2016-02-18,Thu,February,male,None,Gauteng,Night,Adult 31-64,00:02
1,Cartoon Network,2016-03-03,Thu,March,male,coloured,Gauteng,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-05,Sat,March,male,white,Mpumalanga,Night,Adult 31-64,00:01
1,CNN,2016-03-08,Tue,March,male,black,Gauteng,Night,Adult 31-64,00:00
1,CNN,2016-01-01,Fri,January,None,None,None,Night,Infant,00:03
1,CNN,2016-03-11,Fri,March,male,None,Eastern Cape,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-03-05,Sat,March,male,white,Western Cape,Night,Adult 31-64,00:06
1,ICC Cricket World Cup 2011,2016-03-30,Wed,March,female,indian_asian,North West,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-01,Tue,March,male,None,Western Cape,Night,Young Adult 19-30,00:00
2,DStv Events 1,2016-01-19,Tue,January,male,coloured,Western Cape,Night,Adult 31-64,00:01
1,Cartoon Network,2016-01-16,Sat,January,male,white,Western Cape,Night,Adult 31-64,00:04
1,Supersport Live Events,2016-01-08,Fri,January,male,coloured,Free State,Night,Adult 31-64,00:01
1,SuperSport Blitz,2016-02-04,Thu,February,male,white,Free State,Night,Adult 31-64,00:01
1,Boomerang,2016-03-22,Tue,March,male,white,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-03-03,Thu,March,male,indian_asian,Mpumalanga,Night,Young Adult 19-30,00:00
1,E! Entertainment,2016-02-21,Sun,February,male,black,Gauteng,Night,Adult 31-64,00:10
1,CNN,2016-01-04,Mon,January,None,None,None,Night,Infant,00:13
1,CNN,2016-03-20,Sun,March,male,coloured,Northern Cape,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-02-25,Thu,February,female,black,Northern Cape,Night,Adult 31-64,00:13
2,CNN,2016-03-20,Sun,March,male,black,Gauteng,Night,Adult 31-64,01:34
1,CNN,2016-03-05,Sat,March,male,black,Gauteng,Night,Young Adult 19-30,00:02
1,E! Entertainment,2016-03-19,Sat,March,male,indian_asian,Limpopo,Night,Adult 31-64,00:02
1,Supersport Live Events,2016-01-27,Wed,January,male,black,Eastern Cape,Night,Young Adult 19-30,00:07
1,SuperSport Blitz,2016-03-26,Sat,March,male,white,Gauteng,Night,Adult 31-64,00:01
1,Boomerang,2016-02-04,Thu,February,male,black,Limpopo,Night,Adult 31-64,00:27
1,Africa Magic,2016-03-28,Mon,March,male,None,North West,Night,Adult 31-64,00:01
1,Cartoon Network,2016-02-02,Tue,February,female,white,Western Cape,Night,ELDER +65,00:03
2,Channel O,2016-02-15,Mon,February,male,black,North West,Night,Young Adult 19-30,00:01
1,SawSee,2016-02-17,Wed,February,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-03-20,Sun,March,male,black,North West,Night,Young Adult 19-30,00:00
1,SuperSport Blitz,2016-03-10,Thu,March,male,black,Mpumalanga,Night,Adult 31-64,00:00
1,E! Entertainment,2016-03-03,Thu,March,male,white,Western Cape,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-26,Sat,March,female,white,Eastern Cape,Night,Adult 31-64,00:03
1,Supersport Live Events,2016-03-03,Thu,March,male,black,Eastern Cape,Night,Adult 31-64,00:07
1,SuperSport Blitz,2016-03-05,Sat,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,Supersport Live Events,2016-03-28,Mon,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:01
1,Africa Magic,2016-02-12,Fri,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:00
1,Trace TV,2016-01-11,Mon,January,male,black,North West,Night,Adult 31-64,00:01
1,SuperSport Blitz,2016-03-10,Thu,March,female,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-02-24,Wed,February,male,coloured,Limpopo,Night,Child 1-12,00:02
1,Cartoon Network,2016-03-08,Tue,March,male,black,Mpumalanga,Night,Young Adult 19-30,00:08
1,Vuzu,2016-02-19,Fri,February,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,E! Entertainment,2016-03-04,Fri,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,Cartoon Network,2016-01-02,Sat,January,male,white,Western Cape,Night,Youth 13-18,00:00
1,CNN,2016-02-03,Wed,February,male,black,Mpumalanga,Night,Adult 31-64,00:01
1,E! Entertainment,2016-02-19,Fri,February,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:04
1,Channel O,2016-03-28,Mon,March,male,coloured,Free State,Night,Youth 13-18,00:03
1,Trace TV,2016-01-05,Tue,January,male,white,Western Cape,Night,Young Adult 19-30,00:00
1,Africa Magic,2016-01-08,Fri,January,female,black,Gauteng,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-01-21,Thu,January,male,indian_asian,Limpopo,Night,Young Adult 19-30,00:10
1,M-Net,2016-01-14,Thu,January,male,black,Gauteng,Night,Adult 31-64,00:00
1,E! Entertainment,2016-02-26,Fri,February,male,black,Gauteng,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-02-03,Wed,February,female,white,Gauteng,Night,Young Adult 19-30,00:00
1,Boomerang,2016-02-16,Tue,February,male,black,North West,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-02-10,Wed,February,male,white,Gauteng,Night,Adult 31-64,00:01
1,Channel O,2016-01-19,Tue,January,male,coloured,Gauteng,Night,Young Adult 19-30,00:02
1,Supersport Live Events,2016-01-21,Thu,January,male,coloured,Gauteng,Night,Young Adult 19-30,00:09
1,Channel O,2016-02-12,Fri,February,male,black,North West,Night,Young Adult 19-30,00:03
1,SuperSport Blitz,2016-02-09,Tue,February,male,black,Eastern Cape,Night,Adult 31-64,00:06
1,ICC Cricket World Cup 2011,2016-03-30,Wed,March,male,indian_asian,North West,Night,Adult 31-64,00:04
1,Boomerang,2016-01-01,Fri,January,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:09
1,SuperSport Blitz,2016-02-26,Fri,February,male,black,Gauteng,Night,Young Adult 19-30,00:04
1,Boomerang,2016-01-09,Sat,January,male,black,Mpumalanga,Night,Young Adult 19-30,00:03
2,Supersport Live Events,2016-01-21,Thu,January,male,white,Kwazulu Natal,Night,Adult 31-64,00:13
1,SawSee,2016-03-12,Sat,March,male,indian_asian,Kwazulu Natal,Night,Young Adult 19-30,00:01
1,Supersport Live Events,2016-01-18,Mon,January,male,white,Western Cape,Night,Adult 31-64,00:05
1,Trace TV,2016-03-14,Mon,March,female,black,North West,Night,Young Adult 19-30,00:07
1,Boomerang,2016-02-22,Mon,February,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:06
1,Supersport Live Events,2016-01-14,Thu,January,male,coloured,Western Cape,Night,Adult 31-64,00:05
1,CNN,2016-01-18,Mon,January,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,Cartoon Network,2016-01-03,Sun,January,female,indian_asian,Gauteng,Night,Adult 31-64,00:19
1,Vuzu,2016-03-02,Wed,March,male,black,Northern Cape,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-01-08,Fri,January,male,other,Western Cape,Night,Adult 31-64,00:01
1,Supersport Live Events,2016-03-05,Sat,March,female,black,Mpumalanga,Night,Young Adult 19-30,00:01
1,Cartoon Network,2016-03-04,Fri,March,female,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Trace TV,2016-03-21,Mon,March,female,black,Limpopo,Night,Young Adult 19-30,00:00
1,Supersport Live Events,2016-03-03,Thu,March,male,indian_asian,Northern Cape,Night,Adult 31-64,00:08
1,Cartoon Network,2016-01-27,Wed,January,male,black,Gauteng,Night,Young Adult 19-30,00:00
1,SawSee,2016-01-21,Thu,January,male,black,Mpumalanga,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-01-03,Sun,January,male,black,Limpopo,Night,Young Adult 19-30,00:01
1,Boomerang,2016-02-21,Sun,February,female,None,Gauteng,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-01-17,Sun,January,male,black,Gauteng,Night,Young Adult 19-30,00:01
1,ICC Cricket World Cup 2011,2016-02-19,Fri,February,male,indian_asian,Mpumalanga,Morning 5-11am,Young Adult 19-30,04:03
2,Supersport Live Events,2016-01-18,Mon,January,male,black,Gauteng,Night,Adult 31-64,00:04
1,Africa Magic,2016-01-07,Thu,January,male,black,Mpumalanga,Night,Young Adult 19-30,00:18
1,Trace TV,2016-03-09,Wed,March,male,coloured,Eastern Cape,Night,Young Adult 19-30,00:22
1,Africa Magic,2016-01-08,Fri,January,female,black,Gauteng,Night,Adult 31-64,00:04
1,SuperSport Blitz,2016-02-17,Wed,February,male,black,Kwazulu Natal,Night,Adult 31-64,00:01
1,CNN,2016-03-06,Sun,March,male,None,Kwazulu Natal,Night,Adult 31-64,00:02
1,E! Entertainment,2016-03-10,Thu,March,male,indian_asian,Gauteng,Night,Adult 31-64,00:00
1,Cartoon Network,2016-03-22,Tue,March,male,None,Western Cape,Night,Adult 31-64,00:00
1,Trace TV,2016-02-18,Thu,February,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,01:07
1,SuperSport Blitz,2016-01-28,Thu,January,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,Africa Magic,2016-01-16,Sat,January,male,black,Limpopo,Night,Young Adult 19-30,00:03
1,Africa Magic,2016-01-28,Thu,January,male,black,Limpopo,Night,Adult 31-64,00:00
1,Trace TV,2016-03-10,Thu,March,male,coloured,Western Cape,Night,Adult 31-64,00:04
1,E! Entertainment,2016-01-11,Mon,January,male,black,Limpopo,Night,Young Adult 19-30,00:03
1,Boomerang,2016-02-06,Sat,February,female,black,Western Cape,Night,Young Adult 19-30,00:03
1,Cartoon Network,2016-01-02,Sat,January,male,white,Mpumalanga,Night,Young Adult 19-30,00:05
1,CNN,2016-02-07,Sun,February,male,black,Western Cape,Night,Adult 31-64,00:04
1,ICC Cricket World Cup 2011,2016-03-19,Sat,March,male,None,Gauteng,Night,Young Adult 19-30,00:00
1,CNN,2016-03-16,Wed,March,male,black,Western Cape,Night,Young Adult 19-30,00:06
1,Africa Magic,2016-03-31,Thu,March,male,black,Gauteng,Night,Youth 13-18,00:00
1,Channel O,2016-03-01,Tue,March,female,black,Western Cape,Night,Adult 31-64,00:00
1,Channel O,2016-02-01,Mon,February,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:00
1,SuperSport Blitz,2016-01-17,Sun,January,male,black,Limpopo,Night,Adult 31-64,00:00
1,ICC Cricket World Cup 2011,2016-02-23,Tue,February,male,indian_asian,Eastern Cape,Night,Young Adult 19-30,02:26
1,Supersport Live Events,2016-01-22,Fri,January,male,None,Gauteng,Night,Young Adult 19-30,00:00
1,Channel O,2016-01-25,Mon,January,male,black,Mpumalanga,Night,Adult 31-64,00:04
1,kykNET,2016-01-30,Sat,January,male,black,Western Cape,Night,Adult 31-64,00:14
1,SuperSport Blitz,2016-02-21,Sun,February,male,black,Mpumalanga,Night,Adult 31-64,00:05
1,Africa Magic,2016-01-14,Thu,January,male,black,Gauteng,Night,Young Adult 19-30,00:10
1,Cartoon Network,2016-01-03,Sun,January,female,None,Gauteng,Night,Young Adult 19-30,00:00
1,ICC Cricket World Cup 2011,2016-03-15,Tue,March,female,None,Gauteng,Night,Young Adult 19-30,00:00
1,Cartoon Network,2016-03-25,Fri,March,male,coloured,Western Cape,Night,Adult 31-64,00:00
1,E! Entertainment,2016-01-20,Wed,January,male,black,Kwazulu Natal,Night,Young Adult 19-30,00:01
1,E! Entertainment,2016-03-10,Thu,March,male,black,Gauteng,Night,Adult 31-64,00:03
1,Trace TV,2016-02-25,Thu,February,male,coloured,Eastern Cape,Night,Young Adult 19-30,00:04
1,CNN,2016-01-13,Wed,January,male,black,Western Cape,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-01-05,Tue,January,male,coloured,Kwazulu Natal,Night,Young Adult 19-30,00:27
1,Supersport Live Events,2016-03-22,Tue,March,male,indian_asian,Gauteng,Night,Young Adult 19-30,00:00
1,Boomerang,2016-01-02,Sat,January,male,white,Gauteng,Night,Adult 31-64,00:06
1,Trace TV,2016-01-03,Sun,January,male,white,Kwazulu Natal,Night,Young Adult 19-30,00:02
1,Supersport Live Events,2016-02-02,Tue,February,male,white,Limpopo,Night,Young Adult 19-30,00:36
1,ICC Cricket World Cup 2011,2016-03-29,Tue,March,male,None,Gauteng,Night,ELDER +65,00:08
1,Supersport Live Events,2016-01-12,Tue,January,male,white,Gauteng,Night,Adult 31-64,00:00
1,Channel O,2016-02-12,Fri,February,male,None,Kwazulu Natal,Night,Young Adult 19-30,00:00
1,Boomerang,2016-03-17,Thu,March,male,indian_asian,Kwazulu Natal,Night,Adult 31-64,00:03
1,Trace TV,2016-02-14,Sun,February,male,white,Kwazulu Natal,Night,Youth 13-18,00:02
1,ICC Cricket World Cup 2011,2016-02-25,Thu,February,male,coloured,Western Cape,Night,Young Adult 19-30,00:00
1,Trace TV,2016-02-24,Wed,February,male,coloured,Gauteng,Night,Young Adult 19-30,00:01
1,CNN,2016-03-06,Sun,March,male,indian_asian,Mpumalanga,Night,Adult 31-64,00:00
1,Supersport Live Events,2016-01-31,Sun,January,male,black,Kwazulu Natal,Night,Adult 31-64,00:02
1,Boomerang,2016-03-23,Wed,March,male,black,Mpumalanga,Night,Youth 13-18,00:00
